filename,source_type,text,C1__expert,C2__expert,C3__expert,C4__expert,C5__expert,C6__expert,C1,C2,C3,C4,C5,C6,C1_flag,C2_flag,C3_flag,C4_flag,C5_flag,C6_flag,C1_rationale,C2_rationale,C3_rationale,C4_rationale,C5_rationale,C6_rationale,narrative_feedback,element_score_raw
Case090_255445.pdf,,,2,5,5,4,4,5,3,5,5,4,4,2,,,,,,,"The design requirements are generally related to prior research, but the connection could be more explicit.","The design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 20%-39% of primary stakeholder groups.","The design requirements are generally well-developed and clearly linked to the needs of the primary stakeholder, Ms. A.V. The requirements are listed, prioritized, and detailed, with five high-priority requirements identified. These requirements are nearly always objective and measurable, and they are likely to lead to a tangible and viable solution. However, the connection between the requirements and prior research could be more explicit, and the validation by primary stakeholder groups could be more comprehensive. To improve, the team could provide more evidence of how the requirements were derived from their research, and they could seek validation from a wider range of stakeholders. Additionally, while the requirements are generally objective and measurable, the team could strive for consistency in this area.",3.83
Case091_545545.pdf,,,5,4,5,5,4,5,4,5,5,4,4,4,,,,,,,"The design requirements are related to prior research, as evidenced by the reference to the interview with Ms. A.V. However, it is not clear if 80%-100% of the requirements are based on this research, hence the score of 4.","The design requirements are listed, prioritized, clear, and detailed. Each requirement is explained in terms of what it needs to do, why it's important, and the stakeholder input.","Five of the design requirements listed are identified as high priority, meeting the criteria for a score of 5.","Most of the design requirements are objective and measurable, such as the stability/structural integrity and affordability. However, some requirements like the pastel and light color design for the desk are less measurable, hence the score of 4.",The design requirements would likely lead to a tangible and viable problem solution. Each requirement is justified with a clear explanation of its importance and how it contributes to the overall solution.,"There is evidence that the requirements represent the needs of the primary stakeholder, Ms. A.V. However, it is not clear if the requirements have been validated by 80%-100% of primary stakeholder groups, hence the score of 4.","The design requirements are well-detailed and prioritized, with clear explanations of their importance and how they contribute to the overall solution. However, some requirements could be made more measurable, such as the pastel and light color design for the desk. Additionally, while the requirements clearly represent the needs of the primary stakeholder, Ms. A.V, it would be beneficial to validate these requirements with a larger group of stakeholders. Finally, while the design requirements are related to prior research, it would be helpful to explicitly state the percentage of requirements based on this research.",4.33
Case092_211220.pdf,,,2,1,1,2,2,0,0,4,5,3,4,1,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are generally objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 1 primary stakeholder group.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, there is no evidence of the requirements being related to prior research, resulting in a score of 0 in category C1. The requirements are generally objective and measurable, earning a score of 3 in category C4. They are likely to lead to a tangible and viable solution, earning a score of 4 in category C5. However, only one primary stakeholder group is identified, earning a score of 1 in category C6. For improvement, the design requirements should be explicitly linked to prior research. More stakeholder groups should be involved in validating the requirements. Also, the measurability of the requirements could be improved.",2.83
Case093_515351.pdf,,,5,1,5,3,5,1,0,3,5,3,4,1,,,,,,,There is no explicit evidence of design requirements being related to prior research.,"Design requirements are listed and prioritized, but they are only somewhat detailed.",Five design requirements are identified as high priority.,"Design requirements are generally objective and measurable, but not consistently.",The design requirements would likely lead to a tangible and viable problem solution.,There is evidence that requirements represent the needs of only one primary stakeholder group.,"The design requirements are listed and prioritized, but could be more detailed (C2). While the requirements are generally objective and measurable (C4), there is room for improvement in consistently defining measurable criteria. The requirements are likely to lead to a tangible solution (C5), but could be more explicitly connected to a viable, implementable solution. The requirements represent the needs of only one primary stakeholder group (C6), so more stakeholder validation is needed. To improve, the student should relate the design requirements to prior research (C1), provide more detail in the requirements (C2), consistently define measurable criteria (C4), and validate the requirements with more stakeholder groups (C6).",2.67
Case094_044232.docx,,,0,4,4,2,3,2,0,4,5,3,4,5,,,,,,,The design requirements are not explicitly related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are generally objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 80%-100% of primary stakeholder groups.","The design requirements are well listed, prioritized, and detailed, with five high-priority requirements identified. However, they are not explicitly related to prior research, which is a significant gap in the submission. While the requirements are generally objective and measurable, there is room for improvement in ensuring that all requirements are consistently so. The requirements are likely to lead to a tangible and viable solution, and there is strong evidence of stakeholder validation. To improve, the student should explicitly link the design requirements to prior research, ensure all requirements are objective and measurable, and strengthen the connection between the requirements and the solution.",3.50
Case095_134333.docx,,,1,3,4,3,3,3,0,4,5,3,4,5,,,,,,,The design requirements are not explicitly related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are generally objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 80%-100% of primary stakeholder groups.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. The requirements are generally objective and measurable, earning a score of 3 in category C4. They are likely to lead to a tangible and viable problem solution, earning a score of 4 in category C5. The requirements represent the needs of, and have been validated by, 80%-100% of primary stakeholder groups, earning a score of 5 in category C6. However, the design requirements are not explicitly related to prior research, earning a score of 0 in category C1. To improve, the student should explicitly relate the design requirements to prior research and ensure that all requirements are objective and measurable.",3.50
Case096_013450.pdf,,,0,1,3,4,5,0,2,4,3,4,4,2,,,,,,,"The document mentions that the requirements were drafted using competition mandates and failure recovery strategies, but it does not explicitly link 20%-39% of the design requirements to prior research.","The requirements are listed and prioritized. They are generally clear and detailed, but the prioritization could be more explicit.","Three of the design requirements are identified as high priority: buoyancy stability, thruster control reliability, and control accuracy.","The design requirements are nearly always objective and measurable, with specific targets and metrics provided for each.","The design requirements would likely lead to a tangible and viable problem solution, as they are directly related to the competition tasks.","There is evidence that the requirements represent the needs of, and have been validated by, 20%-39% of primary stakeholder groups, as shown by the direct feedback from Judge Ned Vorhees.","The design requirements are generally well-defined and measurable, with clear links to the competition tasks. However, the connection to prior research could be more explicit, and the prioritization of requirements could be clearer. The validation by primary stakeholders is also somewhat limited. To improve, the team could provide more detail on how the requirements were derived from research, and how they were validated by a wider range of stakeholders. They could also clarify the prioritization of requirements, perhaps by providing a rationale for why each requirement was assigned its priority level.",3.17
Case097_423452.pdf,,,4,2,3,4,5,2,2,4,3,4,4,2,,,,,,,The design requirements are mentioned but there is no clear link to prior research.,"The requirements are listed, prioritized, generally clear, and detailed.",Three of the design requirements are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, some primary stakeholder groups.","The design requirements are well listed, prioritized, and detailed, with three high-priority requirements identified. They are nearly always objective and measurable, and would likely lead to a tangible and viable problem solution. However, the link to prior research is not clearly established, and only some primary stakeholder groups have validated the requirements. To improve, the student should provide a clear link between the design requirements and prior research, and ensure that the requirements represent the needs of, and have been validated by, a wider range of primary stakeholder groups. Additionally, the student could work on making all design requirements consistently objective and measurable.",3.17
Case098_545444.pdf,,,5,4,5,4,4,4,4,5,5,4,4,3,,,,,,,"The design requirements are mostly related to prior research, but not all of them are explicitly linked.","The design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are nearly always objective and measurable, but there is room for more specificity.","The design requirements would likely lead to a tangible and viable problem solution, but the connection could be more explicit.","There is evidence that requirements represent the needs of, and have been validated by, some primary stakeholder groups, but not all.","The design requirements are well-detailed and prioritized, with five high-priority requirements identified, earning scores of 5 for C2 and C3. They are mostly related to prior research (C1 score of 4), and are nearly always objective and measurable (C4 score of 4). The requirements would likely lead to a tangible and viable problem solution (C5 score of 4), but the connection could be more explicit. There is evidence of validation by some primary stakeholder groups (C6 score of 3), but not all. To improve, the team could more explicitly link all requirements to prior research, provide more specificity in measurable criteria, and demonstrate validation by a wider range of stakeholder groups.",4.17
Case099_245442.docx,,,2,4,5,4,4,2,2,4,5,3,4,2,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated for all requirements.","The design requirements are listed, prioritized, generally clear, and detailed. However, the prioritization could be more explicit.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.","The design requirements would likely lead to a tangible and viable problem solution, but the connection could be more explicit.","There is some evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups, but this could be more explicit.","The design requirements are generally well-developed and related to prior research, earning a score of 2 for C1. They are listed, prioritized, and detailed, earning a score of 4 for C2. Five high-priority requirements are identified, earning a score of 5 for C3. The requirements are generally objective and measurable, earning a score of 3 for C4. They would likely lead to a tangible solution, earning a score of 4 for C5. However, the validation by primary stakeholder groups could be more explicit, earning a score of 2 for C6. To improve, the connection to prior research could be more explicit, the prioritization of requirements could be clearer, and the validation by stakeholder groups could be more thoroughly demonstrated.",3.33
Case100_555555.docx,,,5,5,5,5,5,5,2,4,5,4,3,2,,,,,,,"Design requirements are related to prior research, but the connection is not explicitly stated for all requirements.","Design requirements are listed, prioritized, generally clear, and detailed. However, the prioritization could be more explicit.",Five of the design requirements listed are identified as high priority.,"Design requirements are nearly always objective and measurable. However, the requirement 'should look fun and artsy' is subjective.","Design requirements have a potential to lead to a tangible and viable problem solution, but the connection could be more explicit.","There is evidence that requirements represent the needs of, and have been validated by, one primary stakeholder group (Ms. Weaver).","The design requirements are generally well-developed and prioritized, earning a score of 4 for C2. However, the connection to prior research could be more explicit, resulting in a score of 2 for C1. All five high-priority requirements are clearly identified, earning a score of 5 for C3. Most requirements are objective and measurable, but the subjective nature of 'should look fun and artsy' brings the score down to 4 for C4. The requirements have the potential to lead to a viable solution, but the connection could be more explicit, resulting in a score of 3 for C5. Finally, the requirements have been validated by one primary stakeholder group, earning a score of 2 for C6. To improve, the student could make the connection to prior research more explicit, provide more objective measures for all requirements, and seek validation from additional stakeholder groups.",3.33
Case101_225330.docx,,,2,2,5,3,3,0,4,4,5,3,4,2,,,,,,,"Most design requirements are related to prior research, but the connection could be more explicit in some cases.","Design requirements are listed, prioritized, generally clear, and detailed. However, some requirements could be more specific.",Five of the design requirements listed are identified as high priority.,"Design requirements are generally objective and measurable, but some could be more specific and measurable.","Design requirements would be likely to lead to a tangible and viable problem solution, but the connection could be more explicit in some cases.","There is evidence that requirements represent the needs of, and have been validated by, some primary stakeholder groups, but this could be more explicit.","The portfolio demonstrates a good understanding of the design requirements, with most requirements clearly linked to prior research (C1). The requirements are listed and prioritized, but could be more specific in some cases (C2). Five high-priority requirements are identified (C3), and they are generally objective and measurable (C4). The requirements are likely to lead to a viable solution (C5), but the connection could be more explicit. There is some evidence of stakeholder validation (C6), but this could be more explicit. To improve, the student could make the connection to prior research more explicit in the design requirements, provide more specific and measurable requirements, and provide more evidence of stakeholder validation.",3.67
Case102_025342.pdf,,,0,2,5,3,4,2,4,5,5,4,4,3,,,,,,,"Most design requirements are linked to prior research, but the connection could be more explicit.","The design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements are identified as high priority.,"Most design requirements are objective and measurable, but some could be more specific.","The design requirements are likely to lead to a tangible and viable problem solution, but the connection could be more explicit.","Some primary stakeholder groups have validated the requirements, but more evidence of this is needed.","The team has done a good job of identifying and prioritizing design requirements, with five high-priority items clearly identified. Most of these requirements are linked to prior research and are objective and measurable, earning scores of 4 in categories C1 and C4. However, the team could improve by making the connection to prior research more explicit and by providing more specific measurable criteria for some requirements. The requirements are likely to lead to a viable solution (C5 score of 4), but the team could strengthen this by making the connection between the requirements and the solution more explicit. Finally, while some primary stakeholder groups have validated the requirements, more evidence of this is needed (C6 score of 3). The team should seek to involve more stakeholders in the validation process and provide clear evidence of this in their documentation.",4.17
Case103_225432.pdf,,,2,2,5,4,3,2,4,5,5,4,4,3,,,,,,,"Most design requirements are related to prior research, but the connection could be more explicit.","Design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,"Design requirements are nearly always objective and measurable, but some could be more specific.",Design requirements would be likely to lead to a tangible and viable problem solution.,"Evidence suggests that requirements represent the needs of, and have been validated by, some primary stakeholder groups.","The design requirements are well-detailed and prioritized, earning a score of 5 for C2. Five high-priority requirements are identified, resulting in a score of 5 for C3. However, while most requirements are objective and measurable, some could be more specific, leading to a score of 4 for C4. The requirements are likely to lead to a viable solution (C5 score of 4), but evidence of validation by primary stakeholders is somewhat limited (C6 score of 3). To improve, make the connection to prior research more explicit (C1 score of 4). Also, ensure all requirements are specific and measurable, and provide more evidence of stakeholder validation.",4.17
Case104_343440.docx,,,3,4,3,4,4,0,2,4,3,4,3,2,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated or thoroughly explained.","The design requirements are listed, prioritized, generally clear, and detailed. However, some requirements could be more specific.",Three of the design requirements listed are identified as high priority.,"The design requirements are nearly always objective and measurable, but some could be more specific.","The design requirements have a potential to lead to a tangible and viable problem solution, but the connection could be more explicit.","There is some evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups, but this could be more thoroughly demonstrated.","The design requirements in this portfolio are generally well-developed, with clear prioritization and detail. However, there are areas for improvement. The connection between the design requirements and prior research could be more explicitly stated and thoroughly explained (C1). Some requirements could be more specific to ensure they are consistently objective and measurable (C2, C4). The connection between the design requirements and the problem solution could be more explicit (C5). Finally, there could be more thorough demonstration of validation by primary stakeholder groups (C6). To improve, the student could provide more detail about how the design requirements were derived from prior research, make the requirements more specific and measurable, more explicitly connect the requirements to the problem solution, and provide more evidence of validation by primary stakeholders.",3.00
Case105_545445.docx,,,5,4,5,4,4,5,2,4,3,4,3,2,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated for all requirements.","The design requirements are listed, prioritized, generally clear, and detailed.",Three of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements have a potential to lead to a tangible and viable problem solution.,"There is some evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements are somewhat related to prior research, but the connection is not explicitly stated for all requirements, earning a score of 2 for C1. The requirements are listed, prioritized, generally clear, and detailed, earning a score of 4 for C2. Three of the requirements are identified as high priority, earning a score of 3 for C3. The requirements are nearly always objective and measurable, earning a score of 4 for C4. The requirements have a potential to lead to a tangible and viable problem solution, earning a score of 3 for C5. There is some evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups, earning a score of 2 for C6. To improve, the connection between the requirements and prior research could be made more explicit. Additionally, more requirements could be identified as high priority, and the requirements could be made consistently objective and measurable. Finally, more evidence could be provided that the requirements have been validated by primary stakeholder groups.",3.00
Case106_020320.pdf,,,0,2,0,3,2,0,0,4,5,3,4,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well listed, prioritized, and generally clear, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, the requirements could be more specific and measurable, resulting in a score of 3 in category C4. The requirements are likely to lead to a viable solution, earning a score of 4 in category C5. There is no evidence of validation by primary stakeholders, resulting in a score of 0 in category C6. There is also no evidence that the design requirements are related to prior research, resulting in a score of 0 in category C1. To improve, the student should provide evidence of stakeholder validation and link the design requirements to prior research. The student should also make the requirements more specific and measurable.",2.67
Case107_155340.pdf,,,1,5,5,3,4,0,2,4,5,3,4,1,,,,,,,"The design requirements are related to prior research, but the connection is not explicitly stated for all requirements.","The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements are generally well-defined and prioritized, earning a score of 4 for C2. However, the connection to prior research could be more explicit for all requirements, resulting in a score of 2 for C1. The requirements are generally objective and measurable (C4 score of 3), and they are likely to lead to a viable solution (C5 score of 4). Five high-priority requirements are identified, earning a perfect score for C3. However, there is minimal evidence of validation by primary stakeholders, resulting in a score of 1 for C6. To improve, the student should make the connection to prior research more explicit for all requirements, provide more specific measurable criteria for some requirements, and provide evidence of validation by primary stakeholders.",3.17
Case108_015320.pdf,,,0,1,5,3,2,0,0,4,5,4,3,0,,,,,,,The design requirements are not explicitly related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. These requirements are nearly always objective and measurable, earning a score of 4 in category C4. However, the potential of these requirements to lead to a tangible and viable problem solution is only somewhat demonstrated, earning a score of 3 in category C5. There is no evidence of validation by primary stakeholder groups, resulting in a score of 0 in category C6. The design requirements are not explicitly related to prior research, resulting in a score of 0 in category C1. To improve, the student should explicitly relate the design requirements to prior research and validate the requirements with primary stakeholder groups. The student should also work on demonstrating how the design requirements would lead to a tangible and viable problem solution.",2.67
Case109_455554.pdf,,,4,5,5,5,5,4,0,4,5,3,4,1,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are generally objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 1 primary stakeholder group.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, the requirements could be more consistently objective and measurable, as they are currently only generally so, resulting in a score of 3 in category C4. The requirements are likely to lead to a viable solution, earning a score of 4 in category C5. However, the requirements only represent the needs of one primary stakeholder group, earning a score of 1 in category C6. There is no evidence of the requirements being related to prior research, resulting in a score of 0 in category C1. For improvement, more stakeholder groups should be consulted, and the requirements should be more consistently objective and measurable. Additionally, the requirements should be explicitly linked to prior research.",2.83
Case110_545333.pdf,,,5,4,5,3,3,3,0,4,5,3,4,1,,,,,,,There is no explicit connection between the design requirements and prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.",The design requirements would likely lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, one primary stakeholder group.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, the connection to prior research is not explicitly stated, resulting in a score of 0 in category C1. The requirements are generally objective and measurable, but could be more specific, resulting in a score of 3 in category C4. The requirements are likely to lead to a viable solution, earning a score of 4 in category C5. However, only one primary stakeholder group is mentioned, resulting in a score of 1 in category C6. For improvement, the student should explicitly connect the design requirements to prior research, provide more specific measurable criteria for the requirements, and validate the requirements with more stakeholder groups.",2.83
Case111_555550.docx,,,5,5,5,5,5,0,3,4,5,4,4,2,,,,,,,"The design requirements are somewhat related to prior research, but the connection could be more explicit.","The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is some evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements are generally well-developed and prioritized, with five high-priority requirements identified. They are nearly always objective and measurable, and would likely lead to a tangible and viable solution. However, the connection to prior research could be more explicit, and there is only some evidence of validation by primary stakeholder groups. To improve, the student could provide more explicit connections to prior research in the determination of design requirements, and provide more evidence of validation by primary stakeholder groups. Additionally, while the requirements are generally clear and detailed, there is room for further specificity and clarity in some areas.",3.67
Case112_010430.pdf,,,0,1,0,4,3,0,4,3,5,3,4,2,,,,,,,"The design requirements are related to prior research and prototype testing, but the exact percentage of requirements linked to research is not explicitly stated.","The design requirements are listed and prioritized, but the level of detail varies and some requirements could be more specific.","Five design requirements are identified as high priority: safety, lightweight, quiet operation, durability, and cost-effectiveness.","While some requirements are objective and measurable, such as weight and cost, others like quiet operation and durability are less quantifiable.","The design requirements are likely to lead to a tangible and viable problem solution, but the connection between requirements and solution could be more explicitly stated.","There is evidence of validation by field users, but it's unclear if these users represent a significant percentage of primary stakeholder groups.","The design requirements are generally well-developed and linked to prior research, but could benefit from more explicit connections and quantifiable measures. The high-priority requirements are clearly identified, but the level of detail and specificity varies. Some requirements, such as quiet operation and durability, could be more objectively defined and measurable. While the requirements are likely to lead to a viable solution, the connection between requirements and solution could be more explicitly stated. There is evidence of validation by field users, but it's unclear if these users represent a significant percentage of primary stakeholder groups. To improve, consider providing more specific details for each requirement, developing more objective and measurable criteria, and clearly demonstrating how each requirement leads to the solution. Also, consider providing more evidence of validation by primary stakeholder groups.",3.50
Case113_100440.pdf,,,1,0,0,4,4,0,4,3,5,3,4,2,,,,,,,"The design requirements are related to prior research and prototype testing, but the exact percentage of requirements linked to research is not explicitly stated.","The design requirements are listed and prioritized, but the level of detail and clarity varies across the requirements.","Six design requirements are listed, all of which are identified as high priority.","While the design requirements are generally objective, the measurability of some requirements, such as 'quiet and stealthy in use' and 'easy to disassemble', is not explicitly defined.","The design requirements are likely to lead to a tangible and viable problem solution, but the connection between some requirements and the solution could be more explicitly stated.","There is evidence of validation by field users, but it is unclear how many primary stakeholder groups this represents.","The student has done a good job of identifying and prioritizing design requirements based on prior research and prototype testing, earning a score of 4 for C1. However, the level of detail and clarity in the requirements list could be improved, resulting in a score of 3 for C2. The student has identified six high-priority design requirements, earning a score of 5 for C3. While the requirements are generally objective, the measurability of some requirements is not explicitly defined, resulting in a score of 3 for C4. The requirements are likely to lead to a viable solution, earning a score of 4 for C5. However, the student should provide more evidence of validation by primary stakeholder groups, which resulted in a score of 2 for C6. To improve, the student should provide more detail in the requirements list, define measurable criteria for each requirement, and provide more evidence of validation by primary stakeholder groups.",3.50
Case114_043340.docx,,,0,4,3,3,4,0,0,3,3,2,3,0,,,,,,,There is no evidence of design requirements being related to prior research.,"Design requirements are listed and prioritized, generally clear, and somewhat detailed.",Three of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, but there is no evidence of them being related to prior research, which resulted in a score of 0 for C1. Three of the requirements are identified as high priority, earning a score of 3 for C3. However, the requirements are only sometimes objective and measurable, leading to a score of 2 for C4. They have the potential to lead to a tangible solution, but this is not guaranteed, resulting in a score of 3 for C5. There is no evidence of validation by primary stakeholder groups, leading to a score of 0 for C6. To improve, the student should link the design requirements to prior research, make the requirements more objective and measurable, and validate them with primary stakeholder groups.",1.83
Case115_023230.docx,,,0,2,3,2,3,0,0,4,3,2,3,0,,,,,,,There is no evidence of design requirements being related to prior research.,"Design requirements are listed, prioritized, generally clear, and detailed.",Three of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, with three identified as high priority, which is commendable. However, the requirements are only sometimes objective and measurable, and while they have the potential to lead to a tangible solution, this is not guaranteed. There is no evidence of the requirements being related to prior research, nor of validation by primary stakeholder groups. To improve, the student should ensure that all requirements are objective and measurable, and should provide evidence of research and stakeholder validation. The connection between the requirements and the potential solution could also be made clearer.",2.00
Case116_025440.pdf,,,0,2,5,4,4,0,0,3,5,2,3,0,,,,,,,There is no explicit evidence that design requirements are related to prior research.,"Design requirements are listed and prioritized, generally clear, and somewhat detailed.",Five of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are listed and prioritized, but the connection to prior research is not explicitly stated, resulting in a score of 0 for C1. While five high-priority requirements are identified (C3), the measurability of these requirements is inconsistent (C4). The requirements have the potential to lead to a solution (C5), but there is no evidence of validation by primary stakeholders (C6). To improve, the team should explicitly link their design requirements to their prior research and provide evidence of stakeholder validation. Additionally, they should ensure that all requirements are objective and measurable.",2.17
Case117_010111.docx,,,0,1,0,1,1,1,0,2,0,2,3,0,,,,,,,The document does not explicitly link design requirements to prior research.,"Design requirements are listed but lack clear structure, specificity, and explicit prioritization.",The document does not identify any design requirements as high priority.,"Some design requirements may be measurable (e.g., 'compact yet spacious'), but others are subjective (e.g., 'visually appealing') or lack clear measurement criteria.","The design requirements could potentially lead to a tangible solution, but the connection is not fully developed or explicit.",The document does not provide evidence of validation by primary stakeholder groups.,"The design requirements are listed but lack clear structure, specificity, and explicit prioritization, earning a score of 2 for C2. No design requirements are identified as high priority (C3: 0), and the link to prior research is not explicit (C1: 0). Some requirements may be measurable, but others are subjective or lack clear measurement criteria (C4: 2). The requirements could potentially lead to a tangible solution, but the connection is not fully developed or explicit (C5: 3). There is no evidence of validation by primary stakeholder groups (C6: 0). To improve, explicitly link design requirements to prior research, identify high-priority requirements, provide clear measurement criteria for all requirements, and validate the requirements with primary stakeholder groups.",1.17
Case118_000120.docx,,,0,0,0,1,2,0,2,2,0,2,3,0,,,,,,,The design requirements are mentioned but there is no clear link to prior research.,"The design requirements are listed but lack clear structure or specificity, and there is no clear prioritization.",There is no mention of any design requirements being identified as high priority.,The design requirements are somewhat measurable but are not consistently objective.,"The design requirements have potential to lead to a tangible and viable problem solution, but this is not clearly articulated.",There is no evidence that the design requirements have been validated by any primary stakeholder groups.,"The design requirements presented in the portfolio are somewhat vague and lack clear structure or specificity. There is no clear link to prior research, and no mention of any requirements being identified as high priority. While the requirements are somewhat measurable, they are not consistently objective. The requirements have potential to lead to a tangible and viable problem solution, but this is not clearly articulated. There is also no evidence that the requirements have been validated by any primary stakeholder groups. To improve, the student should clearly link the design requirements to prior research, identify high priority requirements, and provide evidence of validation by primary stakeholder groups. The student should also ensure that the requirements are consistently objective and measurable, and clearly articulate how they lead to a tangible and viable problem solution.",1.50
Case119_114210.docx,,,1,1,4,2,1,0,0,2,0,2,3,0,,,,,,,There is no evidence that the design requirements are related to prior research.,Design requirements are listed but lack clear structure or specificity. Prioritization is not evident.,No design requirements are identified as high priority.,"Some design requirements are objective and measurable, but this is inconsistent.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not fully developed.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The design requirements listed in the portfolio lack clear structure and specificity, and there is no evidence of prioritization (C2). While some requirements are objective and measurable, this is inconsistent (C4). The requirements have potential to lead to a tangible and viable problem solution, but this is not fully developed (C5). There is no evidence that the design requirements are related to prior research (C1), and no requirements are identified as high priority (C3). Furthermore, there is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups (C6). To improve, the student should clearly structure and prioritize the design requirements, ensure that all requirements are objective and measurable, and provide evidence of prior research and stakeholder validation.",1.17
